method,split,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
runtime_monitor_replanner,language_ambiguity_shift,1,48,0.424827,0.021513,0.271503,0.031448,0.218113,0.027183,0.274306,0.047140,0.163194,0.092523,0.152778,0.053125,0.003472,0.006806,0.214045,0.021940,0.344441,0.045471,0.020416,0.049800,0.579861,0.103844,0.548611,0.108290
runtime_monitor_replanner,language_ambiguity_shift,2,48,0.412006,0.020115,0.289508,0.030221,0.228411,0.025251,0.277778,0.050851,0.128472,0.082094,0.142361,0.043486,0.000000,0.000000,0.203028,0.019694,0.368294,0.043178,-0.005636,0.047524,0.534722,0.095278,0.510417,0.100801
runtime_monitor_replanner,language_ambiguity_shift,3,48,0.418830,0.020522,0.278499,0.029744,0.223045,0.024979,0.263889,0.050383,0.145833,0.089475,0.180556,0.042210,0.000000,0.000000,0.208812,0.020985,0.354065,0.042566,0.009007,0.046625,0.562500,0.093608,0.520833,0.103221
runtime_monitor_replanner,language_ambiguity_shift,4,48,0.403617,0.022243,0.305245,0.033846,0.244856,0.029880,0.274306,0.060342,0.111111,0.084978,0.079861,0.027492,0.000000,0.000000,0.193156,0.021965,0.393884,0.049442,-0.030847,0.054072,0.468750,0.110751,0.451389,0.113827
runtime_monitor_replanner,language_ambiguity_shift,5,48,0.421925,0.018803,0.265391,0.026156,0.208547,0.022198,0.270833,0.053826,0.145833,0.083457,0.236111,0.048469,0.003472,0.006806,0.217177,0.018512,0.335309,0.037237,0.026630,0.042128,0.635417,0.079409,0.590278,0.088054
runtime_monitor_replanner,language_ambiguity_shift,6,48,0.411418,0.020312,0.289152,0.030848,0.228063,0.025505,0.250000,0.043498,0.114583,0.082046,0.142361,0.044561,0.000000,0.000000,0.201149,0.020369,0.368277,0.043742,-0.004978,0.047765,0.538194,0.099304,0.489583,0.099383
runtime_monitor_replanner,language_ambiguity_shift,7,48,0.420559,0.020011,0.271573,0.029029,0.212260,0.024295,0.250000,0.046646,0.135417,0.084600,0.194444,0.050851,0.000000,0.000000,0.211955,0.020131,0.342601,0.041460,0.021199,0.045699,0.607639,0.090976,0.572917,0.097703
runtime_monitor_replanner,language_ambiguity_shift,8,48,0.402883,0.022472,0.310121,0.035049,0.245853,0.029753,0.246528,0.046635,0.111111,0.084978,0.055556,0.022462,0.000000,0.000000,0.191299,0.022168,0.399091,0.049964,-0.034347,0.054899,0.451389,0.114655,0.437500,0.118176
runtime_monitor_replanner,language_ambiguity_shift,9,48,0.420552,0.020357,0.271137,0.028061,0.214028,0.023828,0.288194,0.048378,0.138889,0.086632,0.211806,0.053042,0.000000,0.000000,0.212146,0.019800,0.343505,0.040783,0.020092,0.045674,0.604167,0.084583,0.569444,0.092187
runtime_monitor_replanner,mechanics_ood_shift,0,48,0.346550,0.024019,0.334369,0.030277,0.280446,0.027338,0.236111,0.053125,0.118056,0.075314,0.156250,0.035613,0.006944,0.009522,0.200064,0.018907,0.440952,0.049135,-0.133332,0.053340,0.503472,0.082811,0.343750,0.099858
runtime_monitor_replanner,mechanics_ood_shift,1,48,0.368733,0.025653,0.304787,0.032492,0.252605,0.028892,0.256944,0.044528,0.173611,0.080769,0.232639,0.056496,0.003472,0.006806,0.218752,0.019658,0.392568,0.052382,-0.081795,0.057311,0.597222,0.093207,0.434028,0.107756
runtime_monitor_replanner,mechanics_ood_shift,2,48,0.356157,0.024832,0.317379,0.031922,0.264230,0.028392,0.197917,0.050217,0.111111,0.081570,0.173611,0.051429,0.000000,0.000000,0.204575,0.019613,0.416617,0.050969,-0.104089,0.055865,0.565972,0.090062,0.388889,0.110613
runtime_monitor_replanner,mechanics_ood_shift,3,48,0.371443,0.021768,0.288085,0.026621,0.238595,0.023616,0.250000,0.048632,0.114583,0.077906,0.340278,0.057508,0.000000,0.000000,0.217198,0.017606,0.370308,0.042759,-0.058658,0.047286,0.677083,0.073694,0.434028,0.107316
runtime_monitor_replanner,mechanics_ood_shift,4,48,0.369733,0.023647,0.301832,0.029902,0.253590,0.027385,0.284722,0.054118,0.159722,0.075939,0.263889,0.062152,0.003472,0.006806,0.216858,0.018654,0.389697,0.049253,-0.078995,0.052972,0.600694,0.085757,0.385417,0.100684
runtime_monitor_replanner,mechanics_ood_shift,5,48,0.365364,0.021714,0.308144,0.029889,0.251216,0.024929,0.250000,0.055021,0.142361,0.072779,0.274306,0.058754,0.000000,0.000000,0.213075,0.017657,0.394857,0.046014,-0.083727,0.049900,0.597222,0.084699,0.402778,0.101001
runtime_monitor_replanner,mechanics_ood_shift,6,48,0.361964,0.023399,0.313539,0.030261,0.261370,0.027567,0.263889,0.054877,0.152778,0.083007,0.246528,0.050530,0.003472,0.006806,0.212332,0.019098,0.405578,0.048453,-0.097254,0.052905,0.569444,0.088522,0.416667,0.105207
runtime_monitor_replanner,mechanics_ood_shift,7,48,0.369004,0.023358,0.300435,0.028688,0.253636,0.025988,0.236111,0.047483,0.156250,0.081031,0.288194,0.054796,0.003472,0.006806,0.217043,0.018533,0.390063,0.046364,-0.079024,0.051267,0.607639,0.080494,0.444444,0.104455
runtime_monitor_replanner,mechanics_ood_shift,8,48,0.385648,0.020223,0.281278,0.024472,0.238522,0.022834,0.267361,0.052142,0.204861,0.072290,0.333333,0.045621,0.006944,0.009522,0.230457,0.015856,0.357558,0.039400,-0.046021,0.044465,0.652778,0.067269,0.458333,0.094049
runtime_monitor_replanner,mechanics_ood_shift,9,48,0.383912,0.023621,0.284000,0.028827,0.238423,0.025364,0.267361,0.045350,0.197917,0.085158,0.277778,0.063284,0.006944,0.009522,0.228944,0.019149,0.359225,0.046320,-0.048629,0.050967,0.649306,0.077347,0.454861,0.100488
runtime_monitor_replanner,nominal_abstraction,0,48,0.442539,0.023422,0.282298,0.035434,0.239192,0.031266,0.315972,0.051687,0.128472,0.094421,0.031250,0.023132,0.000000,0.000000,0.191128,0.024241,0.374889,0.051166,0.026315,0.056041,0.434028,0.123314,0.430556,0.123733
runtime_monitor_replanner,nominal_abstraction,1,48,0.442461,0.023352,0.284445,0.036196,0.243325,0.032884,0.319444,0.064395,0.135417,0.094128,0.034722,0.023742,0.000000,0.000000,0.190781,0.024593,0.378603,0.052365,0.022160,0.057393,0.420139,0.129397,0.416667,0.130130
runtime_monitor_replanner,nominal_abstraction,2,48,0.439101,0.023987,0.291817,0.037717,0.250483,0.033351,0.309028,0.049585,0.128472,0.094421,0.010417,0.011534,0.000000,0.000000,0.186024,0.025304,0.390257,0.053693,0.011369,0.058835,0.385417,0.133062,0.385417,0.133062
runtime_monitor_replanner,nominal_abstraction,3,48,0.442594,0.022736,0.284371,0.035799,0.244171,0.032731,0.329861,0.057943,0.128472,0.094421,0.013889,0.013170,0.000000,0.000000,0.189306,0.024776,0.379360,0.051670,0.022348,0.056251,0.416667,0.130493,0.413194,0.131212
runtime_monitor_replanner,nominal_abstraction,4,48,0.443688,0.022680,0.271159,0.033714,0.232030,0.030579,0.319444,0.059826,0.125000,0.094551,0.045139,0.025250,0.000000,0.000000,0.196771,0.023605,0.361970,0.049256,0.036711,0.054002,0.493056,0.118310,0.479167,0.121725
runtime_monitor_replanner,nominal_abstraction,5,48,0.442633,0.023031,0.279913,0.035314,0.239781,0.031807,0.288194,0.050295,0.128472,0.094421,0.038194,0.026170,0.000000,0.000000,0.192222,0.024512,0.373317,0.050866,0.026907,0.055717,0.444444,0.126567,0.430556,0.128606
runtime_monitor_replanner,nominal_abstraction,6,48,0.444501,0.022861,0.273551,0.034042,0.235201,0.030935,0.315972,0.051687,0.128472,0.094421,0.048611,0.025657,0.000000,0.000000,0.195139,0.023811,0.365110,0.049602,0.034538,0.054650,0.472222,0.120046,0.454861,0.122544
runtime_monitor_replanner,nominal_abstraction,7,48,0.439988,0.023519,0.284998,0.036167,0.247110,0.033161,0.333333,0.063034,0.125000,0.094551,0.027778,0.017758,0.000000,0.000000,0.188750,0.024858,0.382617,0.052653,0.017494,0.057529,0.416667,0.130855,0.416667,0.130855
runtime_monitor_replanner,nominal_abstraction,8,48,0.443223,0.022879,0.280892,0.035444,0.241354,0.031908,0.284722,0.048591,0.128472,0.094421,0.031250,0.020988,0.000000,0.000000,0.191128,0.024530,0.374816,0.050985,0.026256,0.055681,0.434028,0.127834,0.420139,0.129762
runtime_monitor_replanner,nominal_abstraction,9,48,0.441537,0.022230,0.278266,0.033924,0.239496,0.030884,0.361111,0.052678,0.121528,0.092139,0.062500,0.037196,0.000000,0.000000,0.192205,0.023510,0.372306,0.049329,0.026979,0.053867,0.454861,0.120990,0.437500,0.123653
runtime_monitor_replanner,object_affordance_transfer,0,48,0.394038,0.022731,0.283199,0.029870,0.227388,0.025584,0.270833,0.044172,0.180556,0.089055,0.277778,0.061771,0.006944,0.009522,0.224661,0.020787,0.354697,0.045231,-0.028294,0.049650,0.628472,0.086033,0.524306,0.105202
runtime_monitor_replanner,object_affordance_transfer,1,48,0.371460,0.024646,0.319060,0.033418,0.254881,0.029082,0.284722,0.050501,0.145833,0.088944,0.128472,0.036703,0.000000,0.000000,0.205260,0.021486,0.410155,0.050777,-0.083318,0.056130,0.513889,0.096695,0.427083,0.113805
runtime_monitor_replanner,object_affordance_transfer,2,48,0.382961,0.024371,0.303344,0.032610,0.241896,0.027509,0.319444,0.051314,0.166667,0.090721,0.211806,0.044295,0.003472,0.006806,0.214201,0.021810,0.385211,0.049909,-0.057108,0.054200,0.559028,0.092010,0.500000,0.105207
runtime_monitor_replanner,object_affordance_transfer,3,48,0.394831,0.023181,0.281849,0.029720,0.222831,0.024303,0.284722,0.051429,0.187500,0.095112,0.281250,0.048784,0.003472,0.006806,0.226373,0.021077,0.351747,0.044542,-0.024157,0.049232,0.638889,0.079811,0.552083,0.103006
runtime_monitor_replanner,object_affordance_transfer,4,48,0.391887,0.020663,0.281537,0.028113,0.221256,0.023337,0.263889,0.054877,0.149306,0.084367,0.277778,0.056155,0.000000,0.000000,0.221040,0.018801,0.353263,0.041256,-0.023545,0.045819,0.652778,0.080696,0.524306,0.098226
runtime_monitor_replanner,object_affordance_transfer,5,48,0.388305,0.022510,0.283618,0.030815,0.221958,0.024816,0.246528,0.048622,0.135417,0.088961,0.270833,0.062752,0.000000,0.000000,0.219135,0.020666,0.355330,0.045455,-0.028040,0.049321,0.656250,0.088828,0.493056,0.110452
runtime_monitor_replanner,object_affordance_transfer,6,48,0.394399,0.021151,0.283321,0.029874,0.228762,0.025042,0.295139,0.063957,0.190972,0.081950,0.239583,0.053190,0.003472,0.006806,0.225043,0.019489,0.356398,0.044275,-0.029155,0.048439,0.621528,0.088472,0.531250,0.101851
runtime_monitor_replanner,object_affordance_transfer,7,48,0.379141,0.023254,0.303477,0.032532,0.243103,0.027850,0.267361,0.056496,0.131944,0.084209,0.166667,0.044572,0.000000,0.000000,0.209059,0.020800,0.388922,0.048800,-0.059716,0.053549,0.569444,0.096204,0.482639,0.112691
runtime_monitor_replanner,object_affordance_transfer,8,48,0.380322,0.023377,0.300632,0.032529,0.237565,0.027335,0.281250,0.051610,0.125000,0.087267,0.215278,0.056679,0.000000,0.000000,0.209818,0.021240,0.382495,0.048412,-0.053215,0.052916,0.586806,0.095788,0.468750,0.115353
runtime_monitor_replanner,object_affordance_transfer,9,48,0.391909,0.020801,0.282004,0.028864,0.223925,0.024269,0.298611,0.054118,0.170139,0.085065,0.333333,0.066681,0.000000,0.000000,0.223707,0.019568,0.353462,0.043009,-0.026835,0.046525,0.645833,0.087334,0.503472,0.103159
runtime_monitor_replanner,predicate_noise_shift,0,48,0.399684,0.019873,0.295117,0.029189,0.230196,0.024743,0.305556,0.051772,0.118056,0.075314,0.204861,0.040384,0.003472,0.006806,0.204503,0.017966,0.376630,0.041973,-0.023117,0.047003,0.559028,0.090976,0.513889,0.100060
runtime_monitor_replanner,predicate_noise_shift,1,48,0.399978,0.020315,0.298816,0.030963,0.232055,0.025856,0.225694,0.053706,0.121528,0.079459,0.194444,0.054444,0.000000,0.000000,0.202274,0.019357,0.379891,0.044267,-0.025371,0.048474,0.538194,0.102584,0.482639,0.107537
runtime_monitor_replanner,predicate_noise_shift,2,48,0.390535,0.019425,0.319122,0.031262,0.251131,0.026868,0.250000,0.046646,0.093750,0.068711,0.125000,0.046136,0.000000,0.000000,0.188486,0.018231,0.411224,0.044552,-0.054534,0.048838,0.451389,0.105188,0.409722,0.108726
runtime_monitor_replanner,predicate_noise_shift,3,48,0.404280,0.024254,0.292182,0.033922,0.227078,0.028204,0.253472,0.049585,0.131944,0.089651,0.173611,0.063749,0.000000,0.000000,0.206191,0.021611,0.370888,0.049980,-0.015282,0.055357,0.559028,0.102699,0.506944,0.112993
runtime_monitor_replanner,predicate_noise_shift,4,48,0.408823,0.018893,0.279278,0.027092,0.218200,0.023065,0.250000,0.047649,0.135417,0.076373,0.253472,0.053264,0.000000,0.000000,0.212326,0.017872,0.352225,0.039808,0.000560,0.043847,0.611111,0.083292,0.559028,0.092010
runtime_monitor_replanner,predicate_noise_shift,5,48,0.419798,0.019747,0.269560,0.028492,0.212218,0.024235,0.225694,0.053706,0.173611,0.084209,0.243056,0.070781,0.000000,0.000000,0.219257,0.019259,0.338399,0.041771,0.018568,0.045926,0.618056,0.089651,0.590278,0.094280
runtime_monitor_replanner,predicate_noise_shift,6,48,0.401751,0.020084,0.297826,0.030188,0.233796,0.025356,0.274306,0.063400,0.138889,0.082148,0.159722,0.046604,0.000000,0.000000,0.204344,0.019770,0.378807,0.043420,-0.025145,0.047295,0.531250,0.095624,0.486111,0.103773
runtime_monitor_replanner,predicate_noise_shift,7,48,0.404305,0.019927,0.287974,0.029183,0.225529,0.024412,0.270833,0.049236,0.121528,0.082382,0.229167,0.061994,0.000000,0.000000,0.206361,0.019321,0.365847,0.042380,-0.011773,0.046207,0.576389,0.092762,0.524306,0.102929
runtime_monitor_replanner,predicate_noise_shift,8,48,0.397093,0.021811,0.309473,0.032822,0.242442,0.027638,0.243056,0.053236,0.121528,0.079459,0.131944,0.037618,0.000000,0.000000,0.196330,0.020199,0.395884,0.047334,-0.039418,0.052295,0.482639,0.104412,0.461806,0.108413
runtime_monitor_replanner,predicate_noise_shift,9,48,0.406106,0.020413,0.294677,0.030708,0.233412,0.026478,0.250000,0.050540,0.156250,0.080445,0.149306,0.041539,0.000000,0.000000,0.206785,0.019421,0.375429,0.044512,-0.019712,0.049163,0.527778,0.097910,0.500000,0.102474
runtime_monitor_replanner,recovery_cost_pressure,0,48,0.366045,0.021982,0.321227,0.029537,0.263182,0.024998,0.208333,0.048143,0.142361,0.077805,0.131944,0.032198,0.000000,0.000000,0.211622,0.020740,0.411710,0.044093,-0.098639,0.048788,0.503472,0.081661,0.395833,0.099011
runtime_monitor_replanner,recovery_cost_pressure,1,48,0.370812,0.019388,0.301341,0.024894,0.244771,0.021885,0.243056,0.043452,0.142361,0.072779,0.211806,0.044295,0.000000,0.000000,0.223906,0.017801,0.382409,0.037856,-0.074242,0.042692,0.604167,0.067823,0.423611,0.098211
runtime_monitor_replanner,recovery_cost_pressure,2,48,0.378192,0.021398,0.299568,0.027573,0.243300,0.023740,0.222222,0.047979,0.177083,0.082763,0.253472,0.046635,0.000000,0.000000,0.227934,0.020425,0.376692,0.042087,-0.066466,0.046401,0.586806,0.076579,0.465278,0.099170
runtime_monitor_replanner,recovery_cost_pressure,3,48,0.354706,0.020413,0.332516,0.028769,0.270310,0.025921,0.184028,0.044825,0.118056,0.070110,0.173611,0.045577,0.000000,0.000000,0.205625,0.019048,0.428241,0.043979,-0.119139,0.048094,0.489583,0.087756,0.378472,0.099542
runtime_monitor_replanner,recovery_cost_pressure,4,48,0.398165,0.019473,0.273997,0.025595,0.224139,0.021676,0.218750,0.049744,0.243056,0.075314,0.375000,0.064150,0.006944,0.009522,0.248889,0.018062,0.337392,0.037860,-0.026666,0.042229,0.652778,0.074604,0.500000,0.088076
runtime_monitor_replanner,recovery_cost_pressure,5,48,0.394971,0.018424,0.266750,0.023209,0.215829,0.019579,0.243056,0.050501,0.180556,0.078316,0.378472,0.075803,0.006944,0.009522,0.244604,0.018716,0.328468,0.034843,-0.017874,0.038370,0.708333,0.064883,0.496528,0.094546
runtime_monitor_replanner,recovery_cost_pressure,6,48,0.362119,0.020054,0.318869,0.028625,0.256485,0.023343,0.236111,0.053125,0.111111,0.069005,0.190972,0.048622,0.003472,0.006806,0.211365,0.018829,0.407279,0.042039,-0.096267,0.045657,0.541667,0.084513,0.399306,0.096649
runtime_monitor_replanner,recovery_cost_pressure,7,48,0.381815,0.020047,0.290828,0.022384,0.235988,0.021217,0.243056,0.053236,0.159722,0.079589,0.312500,0.050187,0.003472,0.006806,0.229712,0.018715,0.365176,0.035730,-0.053255,0.040906,0.621528,0.056496,0.454861,0.088472
runtime_monitor_replanner,recovery_cost_pressure,8,48,0.372594,0.021611,0.303612,0.027955,0.247772,0.023669,0.236111,0.051314,0.138889,0.080988,0.239583,0.053190,0.000000,0.000000,0.220326,0.020525,0.385122,0.042796,-0.074433,0.046506,0.579861,0.078410,0.427083,0.097703
runtime_monitor_replanner,recovery_cost_pressure,9,48,0.386177,0.020195,0.278914,0.026988,0.224399,0.023179,0.215278,0.048591,0.170139,0.079310,0.364583,0.075124,0.003472,0.006806,0.238333,0.019715,0.347255,0.040626,-0.037260,0.044517,0.677083,0.077449,0.520833,0.095112
semantic_model_predictive_planner,combined_adversarial_abstraction,0,48,0.537656,0.024125,0.226565,0.019179,0.185355,0.013800,0.368056,0.052340,0.774306,0.103159,0.336806,0.050996,0.062500,0.048266,0.371021,0.017340,0.154503,0.039068,0.116964,0.037678,0.836806,0.071135,0.635417,0.080592
semantic_model_predictive_planner,combined_adversarial_abstraction,1,48,0.539843,0.026047,0.225860,0.022249,0.186227,0.016279,0.375000,0.051005,0.774306,0.107646,0.298611,0.055838,0.059028,0.046125,0.371588,0.019744,0.152942,0.044175,0.118693,0.042235,0.833333,0.079017,0.607639,0.082238
semantic_model_predictive_planner,combined_adversarial_abstraction,2,48,0.544507,0.023716,0.219633,0.020282,0.177325,0.015096,0.368056,0.056679,0.788194,0.099542,0.309028,0.072126,0.062500,0.058053,0.376519,0.018786,0.143851,0.037775,0.131308,0.037680,0.850694,0.072290,0.666667,0.086995
semantic_model_predictive_planner,combined_adversarial_abstraction,3,48,0.536410,0.026928,0.235313,0.023011,0.192531,0.017164,0.371528,0.056076,0.767361,0.105986,0.236111,0.043316,0.041667,0.040688,0.363018,0.021427,0.163758,0.045808,0.108839,0.043496,0.809028,0.087532,0.600694,0.095169
semantic_model_predictive_planner,combined_adversarial_abstraction,4,48,0.540984,0.019908,0.218533,0.016084,0.177433,0.011479,0.402778,0.061387,0.805556,0.096450,0.430556,0.063656,0.048611,0.037618,0.375738,0.017370,0.143900,0.032034,0.128674,0.029619,0.854167,0.065698,0.618056,0.079589
semantic_model_predictive_planner,combined_adversarial_abstraction,5,48,0.535609,0.024804,0.234260,0.021678,0.188378,0.015251,0.336806,0.062650,0.774306,0.101774,0.284722,0.063749,0.034722,0.032198,0.364393,0.020593,0.162337,0.041834,0.111060,0.039453,0.809028,0.083663,0.590278,0.092251
semantic_model_predictive_planner,combined_adversarial_abstraction,6,48,0.536090,0.022652,0.233544,0.020038,0.190556,0.014114,0.409722,0.052340,0.774306,0.101308,0.312500,0.058863,0.038194,0.031124,0.363930,0.019568,0.161177,0.039255,0.110583,0.036041,0.812500,0.079984,0.604167,0.084022
semantic_model_predictive_planner,combined_adversarial_abstraction,7,48,0.535768,0.021820,0.222303,0.018609,0.180071,0.013095,0.385417,0.060080,0.791667,0.099428,0.326389,0.056679,0.045139,0.034716,0.374518,0.018112,0.153086,0.035891,0.119883,0.033960,0.836806,0.072453,0.649306,0.080347
semantic_model_predictive_planner,combined_adversarial_abstraction,8,48,0.539183,0.022082,0.224377,0.018091,0.183680,0.013684,0.340278,0.059130,0.784722,0.098211,0.322917,0.050918,0.062500,0.052038,0.373422,0.016969,0.150951,0.035344,0.119958,0.034536,0.847222,0.065848,0.635417,0.081176
semantic_model_predictive_planner,combined_adversarial_abstraction,9,48,0.536693,0.021969,0.222890,0.018620,0.182695,0.014197,0.378472,0.060538,0.781250,0.099264,0.381944,0.051429,0.052083,0.044737,0.375609,0.018034,0.153071,0.036601,0.118121,0.034865,0.833333,0.072133,0.656250,0.076836
semantic_model_predictive_planner,geometry_tolerance_shift,0,48,0.599137,0.027228,0.201448,0.022425,0.163295,0.017839,0.447917,0.059288,0.770833,0.113688,0.065972,0.036053,0.017361,0.017506,0.353832,0.025333,0.129928,0.044214,0.216115,0.042195,0.788194,0.105090,0.767361,0.103730
semantic_model_predictive_planner,geometry_tolerance_shift,1,48,0.594443,0.029603,0.205759,0.024886,0.167294,0.019451,0.423611,0.061483,0.756944,0.118709,0.093750,0.034942,0.010417,0.011534,0.348500,0.027190,0.139278,0.048398,0.208281,0.046548,0.767361,0.113736,0.732639,0.111637
semantic_model_predictive_planner,geometry_tolerance_shift,2,48,0.601732,0.025233,0.198785,0.020551,0.162704,0.016936,0.468750,0.056427,0.770833,0.111164,0.114583,0.030997,0.013889,0.013170,0.353729,0.024961,0.127752,0.041252,0.220724,0.038728,0.784722,0.103830,0.756944,0.102915
semantic_model_predictive_planner,geometry_tolerance_shift,3,48,0.594480,0.030797,0.206014,0.026744,0.166245,0.019735,0.468750,0.061250,0.756944,0.120685,0.045139,0.028754,0.006944,0.009522,0.349195,0.028441,0.139340,0.050262,0.208634,0.048534,0.763889,0.117457,0.715278,0.116699
semantic_model_predictive_planner,geometry_tolerance_shift,4,48,0.592615,0.029584,0.207440,0.025309,0.167859,0.019190,0.420139,0.058350,0.760417,0.119086,0.052083,0.026019,0.006944,0.009522,0.347904,0.027698,0.139406,0.048832,0.205322,0.046318,0.767361,0.115797,0.715278,0.115067
semantic_model_predictive_planner,geometry_tolerance_shift,5,48,0.598161,0.027221,0.202897,0.022731,0.164689,0.018240,0.440972,0.061121,0.770833,0.112853,0.086806,0.030741,0.003472,0.006806,0.350232,0.026513,0.133240,0.044776,0.214807,0.042413,0.774306,0.111106,0.750000,0.110041
semantic_model_predictive_planner,geometry_tolerance_shift,6,48,0.595756,0.028284,0.199788,0.024242,0.163247,0.018414,0.402778,0.059030,0.767361,0.116204,0.045139,0.021175,0.013889,0.016372,0.354094,0.026304,0.133497,0.046583,0.213622,0.044496,0.781250,0.109678,0.732639,0.108631
semantic_model_predictive_planner,geometry_tolerance_shift,7,48,0.597046,0.028914,0.203000,0.024144,0.165712,0.019257,0.406250,0.059883,0.763889,0.117859,0.052083,0.022086,0.013889,0.016372,0.351126,0.026877,0.134133,0.047469,0.212520,0.045351,0.777778,0.111465,0.725694,0.111531
semantic_model_predictive_planner,geometry_tolerance_shift,8,48,0.601971,0.026772,0.198587,0.021629,0.161489,0.017536,0.434028,0.058147,0.770833,0.114517,0.076389,0.030693,0.027778,0.022462,0.356089,0.024037,0.125635,0.043411,0.220961,0.041819,0.798611,0.100591,0.743056,0.103374
semantic_model_predictive_planner,geometry_tolerance_shift,9,48,0.592068,0.028942,0.208075,0.024852,0.166861,0.018267,0.447917,0.049744,0.756944,0.117507,0.107639,0.032969,0.013889,0.013170,0.349192,0.026727,0.140009,0.047716,0.204584,0.045200,0.770833,0.110737,0.729167,0.109449
semantic_model_predictive_planner,language_ambiguity_shift,0,48,0.605231,0.026420,0.197614,0.021879,0.164831,0.018090,0.430556,0.055732,0.736111,0.114603,0.069444,0.025425,0.006944,0.009522,0.340664,0.027466,0.139476,0.042435,0.228858,0.040553,0.743056,0.111306,0.722222,0.110184
semantic_model_predictive_planner,language_ambiguity_shift,1,48,0.604904,0.026950,0.198181,0.022890,0.163831,0.018281,0.427083,0.056636,0.736111,0.118260,0.052083,0.029431,0.006944,0.009522,0.340019,0.027591,0.140196,0.043608,0.229192,0.041678,0.743056,0.115067,0.715278,0.114242
semantic_model_predictive_planner,language_ambiguity_shift,2,48,0.603725,0.025972,0.198933,0.021821,0.164297,0.017629,0.454861,0.051227,0.746528,0.113424,0.062500,0.033162,0.000000,0.000000,0.339917,0.027123,0.139778,0.041842,0.227285,0.039930,0.746528,0.113424,0.715278,0.110452
semantic_model_predictive_planner,language_ambiguity_shift,3,48,0.613962,0.025821,0.188373,0.021561,0.158401,0.017208,0.496528,0.056287,0.763889,0.116243,0.079861,0.027492,0.017361,0.017506,0.349094,0.026069,0.123863,0.041411,0.244038,0.039659,0.781250,0.107939,0.746528,0.106097
semantic_model_predictive_planner,language_ambiguity_shift,4,48,0.606457,0.024803,0.195503,0.021359,0.162887,0.017328,0.427083,0.051381,0.746528,0.114255,0.086806,0.025714,0.010417,0.015088,0.342710,0.026190,0.135764,0.040667,0.231849,0.038700,0.756944,0.109593,0.736111,0.109970
semantic_model_predictive_planner,language_ambiguity_shift,5,48,0.604290,0.026442,0.198200,0.022055,0.162540,0.016736,0.402778,0.053125,0.739583,0.112130,0.076389,0.037618,0.017361,0.022264,0.343371,0.025852,0.138509,0.041771,0.228089,0.040497,0.756944,0.104737,0.725694,0.103616
semantic_model_predictive_planner,language_ambiguity_shift,6,48,0.606879,0.026900,0.196056,0.023269,0.161264,0.018138,0.430556,0.054877,0.753472,0.118721,0.055556,0.029715,0.003472,0.006806,0.342260,0.027740,0.134482,0.044045,0.233307,0.041817,0.756944,0.117104,0.732639,0.115797
semantic_model_predictive_planner,language_ambiguity_shift,7,48,0.603130,0.026263,0.199213,0.022749,0.161760,0.017958,0.461806,0.056076,0.746528,0.117520,0.045139,0.025250,0.006944,0.009522,0.339481,0.026792,0.139458,0.043249,0.228536,0.041153,0.753472,0.114255,0.736111,0.113358
semantic_model_predictive_planner,language_ambiguity_shift,8,48,0.613089,0.024974,0.189399,0.020702,0.156467,0.016910,0.444444,0.058628,0.767361,0.113319,0.090278,0.036339,0.013889,0.013170,0.347752,0.025378,0.124877,0.040260,0.244526,0.038653,0.781250,0.106172,0.763889,0.105581
semantic_model_predictive_planner,language_ambiguity_shift,9,48,0.605210,0.026619,0.197591,0.022734,0.164128,0.018511,0.479167,0.047276,0.736111,0.120636,0.024306,0.016817,0.006944,0.009522,0.339026,0.027726,0.137959,0.044097,0.230044,0.041692,0.743056,0.117507,0.722222,0.116039
semantic_model_predictive_planner,mechanics_ood_shift,0,48,0.563052,0.028696,0.219550,0.023126,0.192381,0.018961,0.423611,0.065216,0.760417,0.111708,0.173611,0.053236,0.024306,0.021726,0.346084,0.024364,0.159927,0.047768,0.151843,0.045419,0.784722,0.099646,0.628472,0.107096
semantic_model_predictive_planner,mechanics_ood_shift,1,48,0.559622,0.028622,0.222048,0.024631,0.191614,0.019002,0.420139,0.054145,0.756944,0.113410,0.072917,0.034942,0.006944,0.009522,0.342706,0.025802,0.165904,0.049104,0.148935,0.045647,0.763889,0.109970,0.618056,0.105637
semantic_model_predictive_planner,mechanics_ood_shift,2,48,0.563550,0.026895,0.217088,0.022293,0.189112,0.017659,0.447917,0.052519,0.763889,0.108235,0.069444,0.028908,0.013889,0.013170,0.345138,0.024382,0.159989,0.045023,0.156520,0.042170,0.777778,0.100767,0.659722,0.103830
